0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 2001$n[nicht nach 2001]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Werner Adrianwild
4019 Ehrenamtsakte$Bobja
4060 17 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l1
7100 HA/BV 93,1 @ m
7109 !!DBSM/S!! ; HA/BV 93,1
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 2017$n[nicht nach 2017]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Egon Ammann
4019 Ehrenamtsakte$Bobja
4060 4 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l2
7100 HA/BV 93,2 @ m
7109 !!DBSM/S!! ; HA/BV 93,2
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 2013$n[nicht nach 2013]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Gerold Anrich
4019 Ehrenamtsakte$Bobja
4060 21 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l3
7100 HA/BV 93,3 @ m
7109 !!DBSM/S!! ; HA/BV 93,3
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 2019$n[nicht nach 2019]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Rolf Appel
4019 Ehrenamtsakte$Bobja
4060 16 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l4
7100 HA/BV 93,4 @ m
7109 !!DBSM/S!! ; HA/BV 93,4
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 2005$n[nicht nach 2005]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Martin Arndt
4019 Ehrenamtsakte$Bobja
4060 12 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l5
7100 HA/BV 93,5 @ m
7109 !!DBSM/S!! ; HA/BV 93,5
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 2017$n[nicht nach 2017]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Ursula Assmus
4019 Ehrenamtsakte$Bobja
4060 41 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l6
7100 HA/BV 93,6 @ m
7109 !!DBSM/S!! ; HA/BV 93,6
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 2014$n[nicht nach 2014]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Thomas Bader
4019 Ehrenamtsakte$Bobja
4060 5 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l7
7100 HA/BV 93,7 @ m
7109 !!DBSM/S!! ; HA/BV 93,7
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 1979$n[nicht nach 1979]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Karl Baedeker
4019 Ehrenamtsakte$Bobja
4060 1 Seite
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l8
7100 HA/BV 93,8 @ m
7109 !!DBSM/S!! ; HA/BV 93,8
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 2002$n[nicht nach 2002]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Helmut Ernst Bähring
4019 Ehrenamtsakte$Bobja
4060 25 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l9
7100 HA/BV 93,9 @ m
7109 !!DBSM/S!! ; HA/BV 93,9
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 2007$n[nicht nach 2007]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Hans Baier
4019 Ehrenamtsakte$Bobja
4060 13 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l10
7100 HA/BV 93,10 @ m
7109 !!DBSM/S!! ; HA/BV 93,10
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 1978$n[nicht nach 1978]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Hans-Rudolf Balmer
4019 Ehrenamtsakte$Bobja
4060 4 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l11
7100 HA/BV 93,11 @ m
7109 !!DBSM/S!! ; HA/BV 93,11
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 2016$n[nicht nach 2016]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Dieter Banzhaf
4019 Ehrenamtsakte$Bobja
4060 33 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l12
7100 HA/BV 93,12 @ m
7109 !!DBSM/S!! ; HA/BV 93,12
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 1985$n[nicht nach 1985]
1130 TB-papier
1130 !040445224!
1131 !041466098!
1132 a1-analog;f1-text;f2-blatt;v-cont
1500 /1ger
1700 /1XA-DE
3100 !000073369!$BZusammenstellender$4com
4000 Ehrenamtsakte Walter Bappert
4019 Ehrenamtsakte$Bobja
4060 13 Seiten
4105 !1061153886!
4700 |BSM|
5100 !000073369!
5590 [Objektgattung]
5590 !040009254!
7001 01-09-22 : x
4800 !009033645!
6710 !1265505004!$l13
7100 HA/BV 93,13 @ m
7109 !!DBSM/S!! ; HA/BV 93,13
	
0500 Qd
0501 Text$btxt
0502 ohne Hilfsmittel zu benutzen$bn
0503 Blatt$bnb
0600 yy
1100 2004$n[nicht nach 2004]
